Description,Price,Rating,ReviewCount,Url
"uppercase Matrix Professional Anti-theft Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹2,300",5.0 out of 5 stars,4,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzM1NTA3ODU4ODU4ODg1OjE2NzUzMjQ0MTQ6c3BfbXRmOjIwMTEyMDk2MzE3NTk4OjowOjo&url=%2Fuppercase-Professional-Anti-theft-resistant-sustainable%2Fdp%2FB0BSH4H4DB%2Fref%3Dsr_1_140_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324414%26sprefix%3Dba%252Caps%252C283%26sr%3D8-140-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Large Capacity Cosmetic Travel Bag, Women's Makeup Travel Bag Portable Leather Cosmetics Bag, Makeup Storage Bags with Handle and Divider, Wide Opening Cosmetic/Makeup Organizer Bags(Pink)",₹799,4.3 out of 5 stars,107,https://www.amazon.com/Capacity-Cosmetic-Portable-Cosmetics-Organizer/dp/B0BK922Y5N/ref=sr_1_141?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-141
Nelle Harper Women's Handbag,₹699,3.9 out of 5 stars,"2,815",https://www.amazon.com/Nelle-Harper-Womens-Shoulder-Dark/dp/B07RBR6NW2/ref=sr_1_142?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-142
Baggit Women's Laptop Bag - Large (Blue),₹987,5.0 out of 5 stars,1,https://www.amazon.com/Baggit-Womens-Laptop-Bag-Large/dp/B0BNTL7Z7J/ref=sr_1_143?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-143
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,₹843,4.0 out of 5 stars,"4,937",https://www.amazon.com/ZIPLINE-Polyester-Backpack-Children-Daypack/dp/B07XVMR33Q/ref=sr_1_144?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-144
ADISA Women's Sling Bag,₹575,4.0 out of 5 stars,"2,560",https://www.amazon.com/ADISA-SL5038-women-girls-sling/dp/B08Q4FHQLN/ref=sr_1_145?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-145
Lify Women's Retro Large Size Canvas Shoulder Bag Hobo Crossbody Handbag Casual Tote - 1 Piece,₹320,3.8 out of 5 stars,"1,221",https://www.amazon.com/Lify-Womens-Shoulder-Crossbody-Handbag/dp/B09JWMW646/ref=sr_1_146?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-146
ADISA Women's & Girls' Sling Bag,₹495,4.1 out of 5 stars,"2,770",https://www.amazon.com/ADISA-SL5022-black-women-girls/dp/B07NPXWFXX/ref=sr_1_147?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-147
AUXTER Red Polyester Avenger Captain America Shield school Bag casual Backpack Daypack,₹529,4.4 out of 5 stars,"3,276",https://www.amazon.com/Polyester-Avengers-Captain-America-Backpack/dp/B01M7R5KMW/ref=sr_1_148?crid=2M096C61O4MLT&keywords=Bags&qid=1675324414&sprefix=ba%2Caps%2C283&sr=8-148
"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty","₹1,900",5.0 out of 5 stars,11,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzM1NTA3ODU4ODU4ODg1OjE2NzUzMjQ0MTQ6c3BfYnRmOjIwMTA1NzE1ODIxNTk4OjowOjo&url=%2Fuppercase-Professional-resistant-sustainable-Anti-theft%2Fdp%2FB0BR1C59R8%2Fref%3Dsr_1_149_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324414%26sprefix%3Dba%252Caps%252C283%26sr%3D8-149-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Cosmus Vogue Casual Laptop Backpack with USB Charger Port 46cm 26 Litre Dark Grey College Bag,"₹1,181",4.2 out of 5 stars,"1,347",https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo3MzM1NTA3ODU4ODU4ODg1OjE2NzUzMjQ0MTQ6c3BfYnRmOjIwMDQxNjk1Njc2MzA2OjowOjo&url=%2FCosmus-Casual-Backpack-Charger-College%2Fdp%2FB08D7DTWLF%2Fref%3Dsr_1_150_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324414%26sprefix%3Dba%252Caps%252C283%26sr%3D8-150-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Cosmus Darwin 29 litres Office Backpack - Sleek Everyday use Backpack - Black,"₹1,159",4.3 out of 5 stars,"9,844",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfYXRmX25leHQ6MjAwMjExOTkwMTA4MDY6OjA6Og&url=%2FCOSMUS-Polyester-Black-Laptop-Backpack%2Fdp%2FB01FU4B9JG%2Fref%3Dsr_1_145_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"uppercase 14 Ltrs Medium (14.6 inch) Laptop Backpack 2100EBP1 Roll Top Office - College 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty","₹1,000",4.2 out of 5 stars,108,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfYXRmX25leHQ6MjAwOTc1Nzk1MDE4OTg6OjA6Og&url=%2Fuppercase-Medium-Laptop-Backpack-2100EBP1%2Fdp%2FB0B68Y7H6F%2Fref%3Dsr_1_146_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Baggit Women's PEPSI Sling Bag,₹812,4.3 out of 5 stars,"1,923",https://www.amazon.com/Baggit-Womens-Hobo-Handbag-Green/dp/B097C2T2DS/ref=sr_1_147?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-147
"Bennett Laptop Bag for Menं & Women 15.6 inch, 35 L Water Resistant Bag Laptop Apple / Dell / Lenovo / Asus / Hp / Samsung / Mi / MacBook / Ultrabook / Thinkpad / Ideapad / Surfacepro (Blue)",₹512,4.0 out of 5 stars,347,https://www.amazon.com/Bennett-15-6-inch-Repellent-Backpack-ben_cas_blue/dp/B09WZKB54G/ref=sr_1_148?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-148
"Safari 48 Cms Black Formal/Office/Laptop Backpack With Anti-Theft, Lock, Usb And Rfid (Vault19Cbblk)","₹1,197",4.0 out of 5 stars,782,https://www.amazon.com/Safari-Formal-Backpack-Anti-Theft-VAULT19CBBLK/dp/B07XSTR69N/ref=sr_1_149?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-149
"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",₹299,4.5 out of 5 stars,256,https://www.amazon.com/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B09KS97LZH/ref=sr_1_150?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-150
LL LEATHER LAND DESIGNER BAGS Sling Bag_SLG_90,₹299,4.0 out of 5 stars,"1,547",https://www.amazon.com/LL-LEATHER-LAND-DESIGNER-BAGS/dp/B0BD4TTDHD/ref=sr_1_151?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-151
F Gear Yakuza Brown 34 liter Laptop Backpack Sch Bag,"₹1,139",4.4 out of 5 stars,795,https://www.amazon.com/F-Gear-Yakuza-Brown-Laptop-Backpack/dp/B071VNWC1C/ref=sr_1_152?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-152
Alifiya Polyester MacBook Laptop Sleeve Bag 16 Inch with Charger Pouch (Grey_L26),₹384,4.2 out of 5 stars,90,https://www.amazon.com/Alifiya-Polyester-MacBook-Charger-Grey_L26/dp/B09GP79C4C/ref=sr_1_153?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-153
Protecta The Professional Laptop Bag Briefcase for Laptops with Screen Size Up to 15.6 Inch (Black & Indian Geometric Print),₹699,4.4 out of 5 stars,"1,381",https://www.amazon.com/Protecta-Professional-15-6-inch-Briefcase-Geometric/dp/B07GNCRCP4/ref=sr_1_154?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-154
"Kickonn casual backpack Laptop Bag/Backpack for Men Women Boys Girls/Office ,School College with Rain Cover",₹599,3.6 out of 5 stars,62,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfbXRmOjIwMTA3NjM0MDg3MTk4OjowOjo&url=%2FKickonn-casual-backpack-Backpack-College%2Fdp%2FB09HMCKV2M%2Fref%3Dsr_1_155_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
FATMUG Laptop Bag For Men - Convertible Backpack For Office And Travel (Navy Blue Oxford Fabric),"₹1,499",4.4 out of 5 stars,"1,563",https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfbXRmOjIwMDM2NjU1MTA2MjA0OjowOjo&url=%2FFATMUG-Laptop-Bag-Men-Convertible%2Fdp%2FB084LFS4G1%2Fref%3Dsr_1_156_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹689,3.9 out of 5 stars,"2,683",https://www.amazon.com/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTCNN75/ref=sr_1_157?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-157
Gear Turbo 45L Expandable Water Resistant Antitheft Laptop Bag/Backpack/Briefcase For Men/Women With Raincover (Grey),"₹1,568",4.4 out of 5 stars,753,https://www.amazon.com/Gear-Expandable-RainCover-Grey-Black-TLPTURBO00401/dp/B097KDRZ67/ref=sr_1_158?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-158
"AirCase Sleeve Messenger Bag with Handle & Detachable Shoulder Strap |for Upto 14"" Laptop/ MacBook | 3-in-1 use | 3 Zippered Spacious Pockets | Durable Nylon Padded Fabric, for Men & Women (Black)",₹849,4.2 out of 5 stars,"2,784",https://www.amazon.com/AirCase-C17-Laptop-Sleeve-Handle/dp/B07FJV79CX/ref=sr_1_159?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-159
F Gear Enzo Sports Waist Bag (.Black Blue),₹212,4.2 out of 5 stars,"1,085",https://www.amazon.com/F-Gear-Enzo-Black-Blue-Waist-Bag/dp/B0862LXJYT/ref=sr_1_160?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-160
Gear Eco4 19L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,₹489,4.0 out of 5 stars,"4,119",https://www.amazon.com/Gear-Green-Casual-Backpack-BKPECOBP40503/dp/B019HA8DQQ/ref=sr_1_161?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-161
"AirCase Office Messenger Sling Bag fits upto 15.6"" Laptop/Macbook, Detachable Shoulder Strap, Waterproof, Shockproof, Carry Handle with Spacious Pockets, For Men & Women",₹949,4.0 out of 5 stars,572,https://www.amazon.com/AirCase-C25-Messenger-Shoulder-Compartments/dp/B07X6DV3VM/ref=sr_1_162?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-162
"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",₹548,4.2 out of 5 stars,"1,498",https://www.amazon.com/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_163?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-163
Gear Parker 23L Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women - Black,₹649,4.3 out of 5 stars,300,https://www.amazon.com/Gear-Executive-Anti-Theft-Backpack-BKPPKREXE0101/dp/B097KCMQKG/ref=sr_1_164?crid=2M096C61O4MLT&keywords=Bags&qid=1675324416&sprefix=ba%2Caps%2C283&sr=8-164
"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty","₹1,100",4.2 out of 5 stars,154,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfYnRmOjIwMDYzNzg0NDU4Mjk4OjowOjo&url=%2Fuppercase-Backpack-1600EBP1-repellent-sustainable%2Fdp%2FB0B5N9TY9C%2Fref%3Dsr_1_165_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-165-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹1,310",4.4 out of 5 stars,26,https://www.amazon.com/sspa/click?ie=UTF8&spc=MToyNTA5NDc4OTY4Mzg0MzY4OjE2NzUzMjQ0MTY6c3BfYnRmOjIwMDc2ODk4OTE4MDk4OjowOjo&url=%2FSTRABO-Womens-Lightweight-Backpack-Multicolor%2Fdp%2FB0B7FH2M9S%2Fref%3Dsr_1_166_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324416%26sprefix%3Dba%252Caps%252C283%26sr%3D8-166-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"MOKOBARA Backpack 15.5"" Inch Laptop Backpack For Women (16 litres ) Improved (2022 - Model)","₹4,890",4.4 out of 5 stars,147,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfYXRmX25leHQ6MjAxMTUxMDQ5MDgxOTg6OjA6Og&url=%2FMOKOBARA-TSBPK12CND22001-Backpack-Happy-Green%2Fdp%2FB08SW9W2FY%2Fref%3Dsr_1_161_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-161-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"uppercase Laptop Backpack 1600EBP Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys and Girls , 750 Days warranty",₹950,4.2 out of 5 stars,154,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfYXRmX25leHQ6MjAwOTc2MTIyMzA3OTg6OjA6Og&url=%2Fuppercase-Backpack-1600EBP1-resistant-sustainable%2Fdp%2FB0B68ZS5G1%2Fref%3Dsr_1_162_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-162-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹1,155",4.4 out of 5 stars,12,https://www.amazon.com/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_163?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-163
ADISA Women's Quilted Cross Body Sling Bag,₹495,4.1 out of 5 stars,"2,146",https://www.amazon.com/ADISA-Womens-Sling-SL5059-CRE_Off-White/dp/B09154JPWQ/ref=sr_1_164?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-164
Tommy Hilfiger Polyester 53 cms Navy + White Gym Shoulder Bag (TH/KENDALL0815),"₹1,799",4.4 out of 5 stars,63,https://www.amazon.com/Tommy-Hilfiger-Polyester-TH-KENDALL0815/dp/B082PFY9VC/ref=sr_1_165?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-165
"SHALIMAR large capacity Travel bag / Storage bag / Move-in bags/ Duffel Bag - Strong, Durable , Foldable and Water Resistant ( Pack of 1 ) ( Blue )",₹247,4.1 out of 5 stars,268,https://www.amazon.com/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_166?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-166
"Chic Buddy Waterproof Wet Bag, Washable, Reusable for Travel, Beach, Pool, Stroller, Diapers, Dirty Gym Clothes, Wet Swimsuits, Toiletries",₹289,4.5 out of 5 stars,256,https://www.amazon.com/Chic-Buddy-Waterproof-Swimsuits-Toiletries/dp/B0B25B5PB6/ref=sr_1_167?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-167
Tabelito® Casual 15.6 Inch (39.6 cm) Water Repellent Laptop Backpack Office College School Business Travel Bag Suitable for Men Women Boys & Girls Capacity 25 Litre (Grey),₹549,4.2 out of 5 stars,"1,498",https://www.amazon.com/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y3L4PHK/ref=sr_1_168?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-168
American Tourister KAMILIANT Polypropylene Hard 68 cms Luggage (LG4 (0) 00 002_Crimson)(46×68×28) cm Travel Bag,"₹2,899",4.2 out of 5 stars,119,https://www.amazon.com/American-Tourister-Polypropylene-LG4-002_Crimson/dp/B0BB2LKNXG/ref=sr_1_169?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-169
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Blue White,₹299,3.8 out of 5 stars,"2,235",https://www.amazon.com/DZert-School-Polyester-Backpack-White/dp/B07GXYHFCY/ref=sr_1_170?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-170
Dybbuk 18 ltrs (7 Cms) backpack(INVALID DATA_red),₹475,3.3 out of 5 stars,13,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfbXRmOjIwMDc0NzY4NzE0Nzk4OjowOjo&url=%2FDybbuk-ltrs-backpack-INVALID-DATA_red%2Fdp%2FB0BCGWRTHT%2Fref%3Dsr_1_171_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-171-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
ZUKA Synthetic Leather Luxur Anti Theft Travel Laptop Backpack (Tan),₹659,3.6 out of 5 stars,46,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfbXRmOjIwMDc4NDA4MzM2OTk4OjowOjo&url=%2FZUKA-Synthetic-Leather-Travel-Backpack%2Fdp%2FB09PDXNKTF%2Fref%3Dsr_1_172_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-172-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"POLESTAR Space 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹549,4.0 out of 5 stars,"6,043",https://www.amazon.com/POLESTAR-Navyorg-Casual-bagpack-Backpack/dp/B0844R2GMK/ref=sr_1_173?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-173
"VIFITKIT Gym Bag for Men & Women, Duffel Bag, Multi-Purpose Bag with Spacious Storage Compartment & Durable Zipper Closure (22.5 litres, Black)",₹299,4.1 out of 5 stars,33,https://www.amazon.com/VIFITKIT-Multi-Purpose-Spacious-Storage-Compartment/dp/B0B4BL4RLC/ref=sr_1_174?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-174
"Genie Spritz Daypack 14 inch, Stylish and Trendy College backpacks for girls, Water Resistant and Lightweight Mini Bags for Travelling Purpose. Latest Collection of Backpack for women (Rose)",₹349,4.2 out of 5 stars,"2,286",https://www.amazon.com/Genie-Spritz-Daypack-Fashion-Backpack/dp/B083ZDT8SD/ref=sr_1_175?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-175
NIVIA Basic Duffle Polyester Bag/ Gym Bags/ Adjustable Shoulder Bag for Men/ Duffle Gym Bags for Men/ Fitness Bag/ Carry Bags/ Sports & Travel Bag/ Sports Kit/ Duffle Bags Travel (Black/Grey),₹239,3.9 out of 5 stars,327,https://www.amazon.com/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_176?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-176
Baggit Women's Sling Bag (Grey),₹837,4.3 out of 5 stars,777,https://www.amazon.com/Baggit-Womens-Satchel-Handbag-Grey/dp/B098TKJG1L/ref=sr_1_177?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-177
ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,₹499,4.0 out of 5 stars,"3,747",https://www.amazon.com/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXJPBZJ/ref=sr_1_178?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-178
TRAWOC 80L Travel Backpack for Outdoor Sport Camp Hiking Trekking Bag Camping Rucksack HK007-PARENT,"₹2,380",4.4 out of 5 stars,"6,733",https://www.amazon.com/TRAWOC-Backpack-Trekking-Rucksack-Warranty/dp/B0847PGZZM/ref=sr_1_179?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-179
"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",₹299,4.2 out of 5 stars,901,https://www.amazon.com/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_180?crid=2M096C61O4MLT&keywords=Bags&qid=1675324418&sprefix=ba%2Caps%2C283&sr=8-180
Wenger Ibex 17 Inch (23 litres) Blue Laptop Backpack Swiss Designed - 600638,"₹7,280",4.5 out of 5 stars,28,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfYnRmOjIwMDU4MTQzODczNzk4OjowOjo&url=%2FIbex-17-Inch-Notebook-Backpack%2Fdp%2FB000VOC90Y%2Fref%3Dsr_1_181_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-181-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹1,310",4.4 out of 5 stars,26,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTozMDUzNzgxMTc3NTQyMzEyOjE2NzUzMjQ0MTg6c3BfYnRmOjIwMDc2ODk4OTE3OTk4OjowOjo&url=%2FSTRABO-Womens-Lightweight-Casual-Backpack%2Fdp%2FB0B7FHY8XD%2Fref%3Dsr_1_182_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324418%26sprefix%3Dba%252Caps%252C283%26sr%3D8-182-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"eske Marco Leather Laptop Bag, Upto 14""","₹8,000",5.0 out of 5 stars,1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4Mjk2NjQzMTY2ODEyNTY1OjE2NzUzMjQ0MjE6c3BfYXRmX25leHQ6MjAxMDk4MTk0NzY2OTg6OjA6Og&url=%2FMarco-Laptop-Upto-Black-Hand-Stitched%2Fdp%2FB09W791CKP%2Fref%3Dsr_1_177_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324421%26sprefix%3Dba%252Caps%252C283%26sr%3D8-177-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
Wenger 27 Litre 46 Cms CRANGO Laptop Backpack 612031 Black Camo,"₹1,691",2.0 out of 5 stars,1,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4Mjk2NjQzMTY2ODEyNTY1OjE2NzUzMjQ0MjE6c3BfYXRmX25leHQ6MjAwNTgxNDM4NzU3OTg6OjA6Og&url=%2FWenger-CRANGO-Laptop-Backpack-612031%2Fdp%2FB093BLDNTP%2Fref%3Dsr_1_178_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3DBags%26qid%3D1675324421%26sprefix%3Dba%252Caps%252C283%26sr%3D8-178-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
American Tourister Jamaica 80CM Wine RED Soft Suitcase,"₹5,499",4.3 out of 5 stars,"5,234",https://www.amazon.com/American-Tourister-27O-70-003/dp/B073XL19QZ/ref=sr_1_179?crid=2M096C61O4MLT&keywords=Bags&qid=1675324421&sprefix=ba%2Caps%2C283&sr=8-179
